family,offered_load,threshold,dwell,algorithm,static_median,other_median,median_difference,p_value,cliffs_delta,static_lower,n_pairs,p_holm,effect,significant
waxman,0.9,0.95,40,spf-reconverge,44.0,110.5,66.5,1.7105279932400777e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,40,ecmp,44.0,110.5,66.5,1.7105279932400777e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,40,cspf,44.0,92.0,49.5,1.7180929312456739e-06,0.9977777777777778,True,30,0.0011285583997060354,large,True
waxman,0.9,0.95,40,orbit,44.0,103.5,59.5,1.7180929312456739e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,1,spf-reconverge,46.0,145.5,101.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,1,ecmp,46.0,145.5,101.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,1,cspf,46.0,138.5,90.5,1.7202594665136766e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,1,orbit,46.0,127.5,82.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,3,spf-reconverge,46.0,145.5,101.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,3,ecmp,46.0,145.5,101.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,3,cspf,46.0,138.5,90.5,1.7202594665136766e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,3,orbit,46.0,127.5,82.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,5,spf-reconverge,46.0,145.5,101.0,1.7289484360195754e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,5,ecmp,46.0,145.5,101.0,1.7289484360195754e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,5,cspf,46.0,138.5,90.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,5,orbit,46.0,127.0,82.0,1.7289484360195754e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,10,spf-reconverge,46.0,146.0,102.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,10,ecmp,46.0,146.0,102.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,10,cspf,46.0,133.5,86.5,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,10,orbit,46.0,127.0,80.0,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,20,spf-reconverge,46.0,147.0,102.5,1.7180929312456739e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,20,ecmp,46.0,147.0,102.5,1.7180929312456739e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,20,cspf,46.0,133.5,86.0,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,20,orbit,46.0,129.0,83.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,40,spf-reconverge,42.0,104.5,63.0,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,40,ecmp,42.0,104.5,63.0,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,40,cspf,42.0,89.0,45.0,1.7191759138770554e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,0.98,40,orbit,42.0,93.5,52.0,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,1,spf-reconverge,44.5,140.5,98.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,1,ecmp,44.5,140.5,98.0,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,1,cspf,44.5,135.5,89.0,1.7191759138770554e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,1,orbit,44.5,126.5,79.0,1.7105279932400777e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,3,spf-reconverge,44.5,139.0,91.0,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,3,ecmp,44.5,139.0,91.0,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,3,cspf,44.5,129.0,86.0,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,3,orbit,44.5,123.0,77.5,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,5,spf-reconverge,44.5,134.5,88.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,5,ecmp,44.5,134.5,88.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,5,cspf,44.5,130.0,86.5,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,5,orbit,44.5,122.0,77.0,1.7256857880058036e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,10,spf-reconverge,44.5,133.5,89.5,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,10,ecmp,44.5,133.5,89.5,1.7224282827430733e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,10,cspf,44.5,126.0,81.5,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,10,orbit,44.5,120.0,76.5,1.7311263949197288e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,20,spf-reconverge,44.0,134.5,88.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,20,ecmp,44.0,134.5,88.0,1.7300371292901245e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,20,cspf,44.0,126.0,83.0,1.7278603148724103e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,20,orbit,44.0,125.0,78.5,1.726772765612998e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,40,spf-reconverge,40.5,87.0,47.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,40,ecmp,40.5,87.0,47.5,1.7245993818153558e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,40,cspf,40.5,80.0,41.0,1.711606992411454e-06,1.0,True,30,0.0011285583997060354,large,True
waxman,0.9,1.0,40,orbit,40.5,84.5,46.0,1.7094495621956692e-06,1.0,True,30,0.0011285583997060354,large,True
