experiment,scenario,family,nodes,offered_load,failure,control_mode,algorithm,trial,seed,pdr,pdr_critical,pdr_high,pdr_normal,pdr_low,throughput_mbps,mean_latency_ms,p95_latency_ms,time_to_restore_critical_s,time_to_restore_overall_s,censored,reroutes,preemptions,cascade_depth,time_to_converge_s,peak_restore_critical,optimality_gap,control_seconds,control_calls,blackholed_flow_ticks,wall_clock_s
a8-load-sweep,waxman-n60-load0.9-critical_link-centralised,waxman,60,0.9,critical_link,CENTRALISED,spf-static,29,10464798332551005415,0.4843822755040457,0.8980102687726846,0.5659570906840882,0.3697164356840586,0.330897577727676,3901.5473524002587,52.65297706876452,151.1474701278877,,0.0,True,0,0,0,0.0,0.9099017517863436,,0.023278900000150315,2,1430,1.1913741999887861
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,cspf,0,14150798866829114179,0.49345464352104074,0.884026916120194,0.6494620225003891,0.3465279893022777,0.2948967645283758,4492.465083509514,75.13672396242544,155.2342123596476,0.0,0.0,False,13,0,0,0.30000000000000004,0.9863641578635316,,0.10460400000738446,2,8,1.2796310999983689
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,ecmp,0,14150798866829114179,0.3864088048254266,0.8628801935889124,0.4142943179624377,0.29656221287103657,0.1792337217807003,3517.908051796158,67.69770395463736,151.25573198519288,0.0,0.2,True,6,0,0,0.30000000000000004,0.9905985131885306,,0.19794759998330846,2,12,1.3074040999927092
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,orbit,0,14150798866829114179,0.47802877944283184,0.9631336869298625,0.6976630731277367,0.2911181827328828,0.21291555728066142,4352.026328571824,75.34811944923135,152.59939272032466,0.0,0.0,False,184,0,0,0.30000000000000004,0.9762010548917806,,0.09280200001376215,2,8,1.163545300005353
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,spf-reconverge,0,14150798866829114179,0.3864088048254266,0.8628801935889124,0.4142943179624377,0.29656221287103657,0.1792337217807003,3517.908051796158,67.69770395463736,151.25573198519288,0.0,0.2,True,6,0,0,0.30000000000000004,0.9905985131885306,,0.02247819998592604,2,12,0.9680603999877349
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,spf-static,0,14150798866829114179,0.38410529018166106,0.8411158841167683,0.4143867073586169,0.29107807212184067,0.19108421994976607,3496.936602358316,65.6481205091488,151.25573198519288,0.0,0.0,True,0,0,0,0.0,0.9612928570301046,,0.008136100004776381,2,780,0.6807449000043562
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,cspf,1,4764666308898404428,0.4528971804696876,0.7881851085211847,0.5181886468920784,0.37415627719829564,0.2869312289343181,4456.34822998453,83.34342177888172,200.81078770777663,,0.0,True,40,0,0,0.30000000000000004,1.0,,0.1105068000179017,2,2,1.2295245999994222
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,ecmp,1,4764666308898404428,0.3486548170900751,0.6634741842241888,0.4412177783013989,0.2519261692254339,0.1924637667348082,3430.6402071295897,85.49783354286583,201.08820716135054,0.0,0.2,False,10,0,0,0.30000000000000004,0.9583076287693865,,0.16272459999890998,2,20,0.8327531999966595
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,orbit,1,4764666308898404428,0.45643177056212264,0.9862618995951384,0.6600742693994244,0.25584485803925316,0.19706782946956675,4491.127347588681,77.50882636074569,175.2023015646891,0.0,0.0,False,193,1,0,0.30000000000000004,1.0,,0.10324040001432877,2,4,1.3853437000070699
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,spf-reconverge,1,4764666308898404428,0.3486548170900751,0.6634741842241888,0.4412177783013989,0.2519261692254339,0.1924637667348082,3430.6402071295897,85.49783354286583,201.08820716135054,0.0,0.2,False,10,0,0,0.30000000000000004,0.9583076287693865,,0.01852660001895856,2,20,0.5703102000115905
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,spf-static,1,4764666308898404428,0.32177335555995257,0.663427227788875,0.3542925980933318,0.2521141377707244,0.17295188590128918,3166.1361239181983,88.79025117032349,201.10072287686228,0.0,0.0,True,0,0,0,0.0,0.9582276879055994,,0.010980499995639548,2,1300,0.7363073999877088
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,cspf,2,5424308756415089488,0.473441449667796,0.7967976209858862,0.6080620828129981,0.379211059192714,0.2632405270791123,5455.794459124566,89.26943921190247,201.92910573143706,0.0,0.0,True,67,0,0,0.30000000000000004,1.0951379364281622,,0.14765269999043085,2,4,1.2357398999884026
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,ecmp,2,5424308756415089488,0.39322175119565145,0.6403387844508848,0.5414043041649642,0.314857431741333,0.19570979673202277,4531.367189936226,67.33419286569983,200.85268487727387,0.2,0.2,False,11,0,0,0.30000000000000004,1.0,,0.17682599999534432,2,22,0.8987227000034181
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,orbit,2,5424308756415089488,0.4423635683963662,0.9627481312535939,0.75549186834475,0.24013714440053038,0.07712966633083854,5097.66246083635,106.5038501214613,351.17802452010636,0.0,0.0,True,190,1,0,0.30000000000000004,0.9999999999999999,,0.09158690000185743,2,8,1.2149088999867672
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,spf-reconverge,2,5424308756415089488,0.39322175119565145,0.6403387844508848,0.5414043041649642,0.314857431741333,0.19570979673202277,4531.367189936226,67.33419286569983,200.85268487727387,0.2,0.2,False,11,0,0,0.30000000000000004,1.0,,0.027083800014224835,2,22,0.6317667999974219
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,spf-static,2,5424308756415089488,0.3821040793895635,0.6089382875045495,0.5117815997650721,0.31400215174628077,0.2018719236293759,4403.250540495032,63.410386406858635,200.85268487727387,,0.0,True,0,0,0,0.0,0.9425783892398844,,0.010170699999434873,2,1430,0.5967027000006055
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,cspf,3,3815251506191122523,0.4424588000289848,0.812887982655393,0.5249980919762904,0.3312168315957129,0.2725078616807268,5034.891485302932,90.94835330552573,251.49080661553515,0.0,0.0,True,45,0,0,0.30000000000000004,1.151839915856875,,0.11521780000475701,2,2,1.217886800004635
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,ecmp,3,3815251506191122523,0.35751733065640495,0.6058110285213956,0.35506027926153766,0.31481743463414136,0.25947775603752443,4068.3131714235246,75.10092474979581,201.12392396996776,0.0,0.2,True,13,0,0,0.30000000000000004,1.0476250042756727,,0.16420480000670068,2,26,0.9220076000055997
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,orbit,3,3815251506191122523,0.4307112398278292,0.9766983628884012,0.5613388371387794,0.2780711664423123,0.1546103732947292,4901.211940843636,95.90685442832364,351.4842028055631,0.0,0.0,True,204,1,0,0.30000000000000004,1.0,,0.12722620001295581,2,2,1.108197099994868
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,spf-reconverge,3,3815251506191122523,0.35751733065640495,0.6058110285213956,0.35506027926153766,0.31481743463414136,0.25947775603752443,4068.3131714235246,75.10092474979581,201.12392396996776,0.0,0.2,True,13,0,0,0.30000000000000004,1.0476250042756727,,0.019586399997933768,2,26,0.8991011999896728
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,spf-static,3,3815251506191122523,0.35041078431802497,0.5740326840817369,0.3371448264430909,0.3101576722136768,0.2763736810517562,3987.4453264475037,71.25858496802614,201.12392396996776,0.0,0.0,True,0,0,0,0.0,0.9836684565300541,,0.01052680000429973,2,1690,0.8072978999989573
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,cspf,4,8639501171077744015,0.4550214750080154,0.7825952940275023,0.5164353004621992,0.38680593521337836,0.3029154680838237,6323.615882405206,101.82768933352489,201.53721371555045,,0.2,True,32,0,0,0.30000000000000004,1.0,,0.10143749999406282,2,2,1.1000328000081936
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,ecmp,4,8639501171077744015,0.3574536572678318,0.7514887947382665,0.38702606954379987,0.2499576738122634,0.2517514130100588,4967.676798733226,75.3202941725488,152.0333260622849,0.0,0.2,False,8,0,0,0.30000000000000004,1.0,,0.21377669999492355,2,16,0.9532181999966269
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,orbit,4,8639501171077744015,0.41664161906353353,0.9005380098442439,0.6419224280403294,0.21054376045030643,0.201417900234061,5790.235635658228,116.61431604319505,303.43981781499303,0.0,0.0,True,198,0,0,0.30000000000000004,0.9999999999999999,,0.10994619998382404,2,2,0.9700584999955026
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,spf-reconverge,4,8639501171077744015,0.3574536572678318,0.7514887947382665,0.38702606954379987,0.2499576738122634,0.2517514130100588,4967.676798733226,75.3202941725488,152.0333260622849,0.0,0.2,False,8,0,0,0.30000000000000004,1.0,,0.02023699998972006,2,16,0.6182219000038458
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,spf-static,4,8639501171077744015,0.35130350066236166,0.7514887947382665,0.3879573023789561,0.24106451542822205,0.23891311977258697,4882.205606436323,76.62108288485119,152.0333260622849,0.0,0.0,True,0,0,0,0.0,1.0,,0.01036910001130309,2,1040,0.5592261999991024
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,cspf,5,167338657613227771,0.5043594712621224,0.9291060719480335,0.6365485423953845,0.3370659854407423,0.32910452507735377,5294.814001277479,66.99995442400406,151.63999988173686,0.0,0.2,False,41,0,0,0.30000000000000004,1.0,,0.10769089998211712,2,6,1.268142800006899
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,ecmp,5,167338657613227771,0.42320709814631896,0.8370497860601938,0.5144259570408098,0.28311077876991264,0.26335981805005365,4442.868621258758,66.35203814163127,151.4729151326494,0.2,0.2,False,11,0,0,0.30000000000000004,1.0,,0.14794460000121035,2,22,0.8901049999985844
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,orbit,5,167338657613227771,0.5102890184405173,0.9587914282790081,0.7854942476342449,0.29107386362000615,0.22917273893314777,5357.06295506997,72.85399551709693,153.3440350607063,0.2,0.2,False,191,1,0,0.30000000000000004,1.0,,0.10631229999125935,2,6,1.4591050000017276
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,spf-reconverge,5,167338657613227771,0.42320709814631896,0.8370497860601938,0.5144259570408098,0.28311077876991264,0.26335981805005365,4442.868621258758,66.35203814163127,151.4729151326494,0.2,0.2,False,11,0,0,0.30000000000000004,1.0,,0.0326117999793496,2,22,0.6820620999933453
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,spf-static,5,167338657613227771,0.41905406841216586,0.795157832186612,0.5146525097858116,0.2922813219615218,0.2583805367805267,4399.269717625426,61.24962872359321,151.4729151326494,,0.0,True,0,0,0,0.0,0.9413968262523453,,0.024650999999721535,2,1430,0.8372144000022672
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,cspf,6,1410160305181045054,0.5174023032942037,0.8507081270990664,0.6254320626578457,0.4729821268159772,0.2902908781404153,5064.807753466087,74.51411097212623,200.81039412414663,0.0,0.2,True,38,0,0,0.30000000000000004,1.0,,0.16521869999996852,2,4,1.3352244999987306
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,ecmp,6,1410160305181045054,0.39947148006761357,0.8435261831538132,0.4598975042446498,0.3638757097976882,0.14492786132506968,3910.392815519746,62.559570403818235,151.19432614976876,0.2,0.2,True,17,0,0,0.30000000000000004,1.0452960459025318,,0.13754480000352487,2,34,0.9086702999920817
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,orbit,6,1410160305181045054,0.4874553233304228,0.9928816730744137,0.7963039496028448,0.3032560588532697,0.1617876206749858,4771.659278193054,69.47784415293442,152.07197041962687,0.2,0.2,False,195,0,0,0.30000000000000004,0.9924892213898683,,0.09757539999554865,2,6,1.3897635000030277
a8-load-sweep,waxman-n60-load1.2-critical_link-centralised,waxman,60,1.2,critical_link,CENTRALISED,spf-reconverge,6,1410160305181045054,0.39947148006761357,0.8435261831538132,0.4598975042446498,0.3638757097976882,0.14492786132506968,3910.392815519746,62.559570403818235,151.19432614976876,0.2,0.2,True,17,0,0,0.30000000000000004,1.0452960459025318,,0.04026259999955073,2,34,0.9349910000019008
