experiment,scenario,family,nodes,offered_load,failure,control_mode,algorithm,trial,seed,pdr,pdr_critical,pdr_high,pdr_normal,pdr_low,throughput_mbps,mean_latency_ms,p95_latency_ms,time_to_restore_critical_s,time_to_restore_overall_s,censored,reroutes,preemptions,cascade_depth,cascade_threshold,cascade_dwell_ticks,cascade_saturated,total_links,time_to_converge_s,peak_restore_critical,optimality_gap,control_seconds,control_calls,blackholed_flow_ticks,wall_clock_s
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,cspf,2,6935717107551045830,0.7721145073901488,0.9947897100442554,0.9248086417930699,0.7005897577588966,0.5834976903092665,6729.346569492717,54.68153999065682,106.37626118800148,0.0,0.0,True,66,0,0,0.98,3,False,392,0.30000000000000004,1.0,,0.4455569999990985,2,8,7.061157200019807
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,ecmp,2,6935717107551045830,0.7199087299530417,1.0,0.8623302096526265,0.6530427189044814,0.49800124366370324,6274.348294053528,47.03157444079794,104.56553419779176,0.0,0.0,False,21,0,0,0.98,3,False,392,0.30000000000000004,1.0,,0.6168862999766134,2,8,9.817567999998573
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,orbit,2,6935717107551045830,0.7781889422113278,0.9997550778661625,0.9997162065059747,0.7617894925203558,0.4414886810416024,6782.288169131452,48.83298291665697,108.5562413030037,0.0,0.0,False,260,0,0,0.98,3,False,392,0.30000000000000004,1.0,,0.30633269998361357,2,8,7.247640100016724
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,spf-reconverge,2,6935717107551045830,0.6261204640661914,0.979287854487495,0.7418953064644627,0.50999721366327,0.4560207211519441,5456.938778672624,51.80126575868041,105.10256730882833,0.0,0.0,False,12,0,0,0.98,3,False,392,0.30000000000000004,1.0121188411936441,,0.11413879998144694,2,24,4.178688499989221
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,spf-static,2,6935717107551045830,0.615811800241238,0.9306408920983018,0.7526745147300862,0.5065011391429897,0.4393375594051497,5367.093851679883,50.23649587804972,152.99999999999997,0.0,0.0,False,0,0,0,0.98,3,False,392,0.0,0.9533391511601438,,0.055680999998003244,2,1560,4.027812000014819
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,cspf,3,7771308638562684793,0.7649117820063187,0.9987527650408853,0.918884839612478,0.7162092358663336,0.5392017190883666,6664.689412392986,56.654884867460545,108.55690862956351,0.0,0.0,False,86,0,0,0.98,3,False,392,0.30000000000000004,1.0085768108461803,,0.4129428000014741,2,8,6.751659300003666
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,ecmp,3,7771308638562684793,0.6503001532438005,0.9462837347511904,0.7880001155730266,0.5822744376004779,0.43078329541828475,5666.076334755283,46.53624183854482,104.1981885781408,0.0,0.0,False,20,0,0,0.98,3,False,392,0.30000000000000004,1.0,,0.564628999971319,2,2,8.29359309998108
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,orbit,3,7771308638562684793,0.7542451544833422,0.9995470463043707,0.9736653807531631,0.7985787669356754,0.3136566858706551,6571.750904723701,51.021847376173,107.5147969170246,0.0,0.0,False,259,1,0,0.98,3,False,392,0.30000000000000004,1.0,,0.337152199994307,2,8,7.072566699993331
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,spf-reconverge,3,7771308638562684793,0.5744076090270978,0.9199701205840781,0.6533209119058307,0.47798284008919767,0.4249378397241527,5004.823301635644,48.85814402470598,105.07583538116612,0.2,0.2,False,14,0,0,0.98,3,False,392,0.30000000000000004,1.0275257269256657,,0.10405689998879097,2,28,3.646583299996564
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,spf-static,3,7771308638562684793,0.5538511823216947,0.8348365821214856,0.6317478384282109,0.4751763928310474,0.41919669821928346,4825.714804887453,49.8868221603471,105.07583538116612,,0.0,True,0,0,0,0.98,3,False,392,0.0,0.9166543428656891,,0.048786800005473197,2,1820,3.5192391000164207
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,cspf,4,7035188518757833784,0.7378853131878749,0.9997688505810585,0.92052095521587,0.6748283118404328,0.5105353496987098,6709.585157969359,61.139806530869585,154.0324673712621,0.0,0.0,False,93,0,0,0.98,3,False,392,0.30000000000000004,1.0,,0.39221610000822693,2,14,6.883981599996332
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,ecmp,4,7035188518757833784,0.6513413725701936,0.9963016019865096,0.8164302950902999,0.590956499603958,0.39143967122490375,5922.641809047155,51.86676324486212,119.6759291802726,0.0,0.0,False,18,0,0,0.98,3,False,392,0.30000000000000004,1.0,,0.5667223999917042,2,12,9.789690500008874
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,orbit,4,7035188518757833784,0.6956622667553163,0.9995051984454051,1.0,0.728823764776577,0.20614911311891546,6325.651339793451,53.33921891517772,110.72768472670109,0.0,0.0,True,272,0,0,0.98,3,False,392,0.30000000000000004,1.0,,0.32779710000613704,2,14,7.208392900007311
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,spf-reconverge,4,7035188518757833784,0.5691456511502465,0.9002981852163711,0.6264188103992483,0.4972168870346263,0.43135450753990684,5175.236781963437,49.83248278455648,153.0,0.0,0.0,True,12,0,0,0.98,3,False,392,0.30000000000000004,1.0,,0.10450580003089271,2,24,3.5837268000177573
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,spf-static,4,7035188518757833784,0.5632742688648784,0.8855046224041148,0.6381881621903711,0.48603472528363045,0.4211035205014194,5121.848350543824,50.30463621122847,153.0,0.0,0.0,False,0,0,0,0.98,3,False,392,0.0,0.9807488709652847,,0.04990460001863539,2,1560,3.3664889999781735
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,cspf,5,1737965448155918523,0.7535245248096113,0.9899383647103035,0.9111903371359699,0.7088690832887241,0.531765076134202,6949.382633960261,54.79445024566604,112.38166630580162,0.0,0.0,False,77,0,0,0.98,3,False,392,0.30000000000000004,0.9921720467539014,,0.4131209999904968,2,6,6.715800000005402
a10-scale,scale_free-n100-load0.7-critical_link-centralised-deg4.0,scale_free,100,0.7,critical_link,CENTRALISED,ecmp,5,1737965448155918523,0.6616808890982947,0.9979500627236804,0.8601404701272037,0.5466647552135862,0.44211712061702607,6102.354374046278,46.49241356040632,104.07889250273966,0.0,0.0,False,16,0,0,0.98,3,False,392,0.30000000000000004,1.0,,0.5517432000197005,2,2,8.256592100020498
